File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF732EGK	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF724QGF/	2960868	Gene Yeo, UCSD	f6739db008404472669ff0ffaef4a66c		https://www.encodeproject.org/files/ENCFF732EGK/@@download/ENCFF732EGK.bigWig				released	s3://encode-public/2018/04/29/51498423-ef1c-4b6f-a94d-0086e109e32e/ENCFF732EGK.bigWig	Lab custom GRCh38	released			
ENCFF897PMP	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF605PZM/	9945661	Gene Yeo, UCSD	4d5e5c746730bd13f165cb305795bc72		https://www.encodeproject.org/files/ENCFF897PMP/@@download/ENCFF897PMP.bigWig				released	s3://encode-public/2018/04/29/087506b3-7b46-429f-b8d9-800606a42c78/ENCFF897PMP.bigWig	Lab custom GRCh38	released			
ENCFF813DFW	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF605PZM/	10362851	Gene Yeo, UCSD	b280110ba6aed2bbdd2e1d07f86addb4		https://www.encodeproject.org/files/ENCFF813DFW/@@download/ENCFF813DFW.bigWig				released	s3://encode-public/2018/04/29/fbaae471-cefd-42e9-b134-90d3f7326d01/ENCFF813DFW.bigWig	Lab custom GRCh38	released			
ENCFF692DXH	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF724QGF/	3129766	Gene Yeo, UCSD	238c56443be159f206fb1f414e4522b3		https://www.encodeproject.org/files/ENCFF692DXH/@@download/ENCFF692DXH.bigWig				released	s3://encode-public/2018/04/29/a2840d24-60d6-4c5f-acaa-843c6b2136d8/ENCFF692DXH.bigWig	Lab custom GRCh38	released			
ENCFF369RBP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF724QGF/, /files/ENCFF759JDI/	263009	Gene Yeo, UCSD	6cc16209b8dd587a18ea3136a0018be9		https://www.encodeproject.org/files/ENCFF369RBP/@@download/ENCFF369RBP.bed.gz				released	s3://encode-public/2018/04/29/a592f35e-847d-41b0-97e0-fb75f153f215/ENCFF369RBP.bed.gz	Lab custom GRCh38	released			
ENCFF388GZP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF605PZM/, /files/ENCFF759JDI/	580450	Gene Yeo, UCSD	d4962c293f872e7d6c1e633725901171		https://www.encodeproject.org/files/ENCFF388GZP/@@download/ENCFF388GZP.bed.gz				released	s3://encode-public/2018/04/29/3cac912c-28ee-4fca-8ea2-f8eeb2aa2d23/ENCFF388GZP.bed.gz	Lab custom GRCh38	released			
ENCFF827LVH	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF369RBP/	511112	Gene Yeo, UCSD	2caec503c8ad7f775e6aea08565b64ff		https://www.encodeproject.org/files/ENCFF827LVH/@@download/ENCFF827LVH.bigBed				released	s3://encode-public/2018/04/29/0ce02d1d-475f-406b-92e1-cdda3c7c4fb6/ENCFF827LVH.bigBed	Lab custom GRCh38	released			
ENCFF523PRE	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF388GZP/	1112973	Gene Yeo, UCSD	f46ce8c9b7d278e71068e318b74d62f2		https://www.encodeproject.org/files/ENCFF523PRE/@@download/ENCFF523PRE.bigBed				released	s3://encode-public/2018/04/29/3eb8730a-74bc-4d40-bfdc-6d05c0ad9e30/ENCFF523PRE.bigBed	Lab custom GRCh38	released			
ENCFF534ONM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF083KKV/, /files/ENCFF258VPL/, /files/ENCFF362BDI/, /files/ENCFF613CYM/, /files/ENCFF039QTN/, /files/ENCFF750DBW/	7571	Gene Yeo, UCSD	bbd4a3a305f0a6633420d1f15223635a		https://www.encodeproject.org/files/ENCFF534ONM/@@download/ENCFF534ONM.bed.gz				released	s3://encode-public/2018/06/08/58a71c99-94b9-446d-a2cc-39258dad53f4/ENCFF534ONM.bed.gz	Lab custom hg19	archived			
ENCFF634UAC	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR023PKW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF3G-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF605PZM/, /files/ENCFF369RBP/, /files/ENCFF759JDI/, /files/ENCFF269URO/, /files/ENCFF388GZP/, /files/ENCFF724QGF/	7435	Gene Yeo, UCSD	be8827995b94265fb87ca31d7f364abe		https://www.encodeproject.org/files/ENCFF634UAC/@@download/ENCFF634UAC.bed.gz				released	s3://encode-public/2018/12/03/a28a1a2d-0c94-4ee8-98d0-163665607447/ENCFF634UAC.bed.gz	Lab custom GRCh38	released			
ENCFF248ZFV	fastq	fastq		reads		ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	44		paired-ended	1	/files/ENCFF569HJH/			342835668	Gene Yeo, UCSD	f1ac48aab0363d85b3e078af1bc52cd8		https://www.encodeproject.org/files/ENCFF248ZFV/@@download/ENCFF248ZFV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF398EKK/	released	s3://encode-public/2018/04/29/8e04e4a2-101e-4994-b5da-e962f9b97938/ENCFF248ZFV.fastq.gz					
ENCFF939DRW	fastq	fastq		reads		ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1	44		paired-ended	1	/files/ENCFF727IRZ/			584709218	Gene Yeo, UCSD	80052fc68fee7569e0273960e2a2245a		https://www.encodeproject.org/files/ENCFF939DRW/@@download/ENCFF939DRW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF398EKK/	released	s3://encode-public/2018/04/29/6375bcfc-079a-4cf8-af9a-8b252cb17d64/ENCFF939DRW.fastq.gz					
ENCFF727IRZ	fastq	fastq		reads		ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1	45		paired-ended	2	/files/ENCFF939DRW/			638821438	Gene Yeo, UCSD	79409b741775971b15e796f9517a03ca		https://www.encodeproject.org/files/ENCFF727IRZ/@@download/ENCFF727IRZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF214CCK/	released	s3://encode-public/2018/04/29/ca1cafcd-6757-431d-9250-76917162cd0a/ENCFF727IRZ.fastq.gz					
ENCFF569HJH	fastq	fastq		reads		ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	45		paired-ended	2	/files/ENCFF248ZFV/			366972788	Gene Yeo, UCSD	bf9cf31b5bc11aad37490db9a0ffe6e2		https://www.encodeproject.org/files/ENCFF569HJH/@@download/ENCFF569HJH.fastq.gz		Illumina HiSeq 4000	/files/ENCFF214CCK/	released	s3://encode-public/2018/04/29/42d9cfb1-3110-4505-a918-43e1f55e2028/ENCFF569HJH.fastq.gz					
ENCFF885NJW	bam	bam		alignments	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF248ZFV/, /files/ENCFF569HJH/	343810959	Gene Yeo, UCSD	7da39fd98550fc3a1b060d7c60721916		https://www.encodeproject.org/files/ENCFF885NJW/@@download/ENCFF885NJW.bam				released	s3://encode-public/2018/04/29/c9c047b6-063f-4631-b85f-f13130b23174/ENCFF885NJW.bam	Lab custom hg19	archived			
ENCFF491DNL	bam	bam		alignments	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF939DRW/, /files/ENCFF727IRZ/	550716051	Gene Yeo, UCSD	c3fe2794769328d77d79870ac5fe357b		https://www.encodeproject.org/files/ENCFF491DNL/@@download/ENCFF491DNL.bam				released	s3://encode-public/2018/04/29/ae35dfac-6f93-4898-80bf-ac3bbe5e2546/ENCFF491DNL.bam	Lab custom hg19	archived			
ENCFF022OZR	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF491DNL/	24092891	Gene Yeo, UCSD	39a08a080472c008ef9cd563cfeba020		https://www.encodeproject.org/files/ENCFF022OZR/@@download/ENCFF022OZR.bigWig				released	s3://encode-public/2018/04/29/ae56448d-23a5-4cff-ae93-9565abfc34ab/ENCFF022OZR.bigWig	Lab custom hg19	archived			
ENCFF752TOA	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF885NJW/	17469804	Gene Yeo, UCSD	b8b34b56f6f36b6d83e0ae145d280fc5		https://www.encodeproject.org/files/ENCFF752TOA/@@download/ENCFF752TOA.bigWig				released	s3://encode-public/2018/04/29/349a9eaf-e7c7-416f-9376-8a99feaa4e38/ENCFF752TOA.bigWig	Lab custom hg19	archived			
ENCFF895OFS	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF885NJW/	18072418	Gene Yeo, UCSD	559d11636accc3fc93022070b971d68b		https://www.encodeproject.org/files/ENCFF895OFS/@@download/ENCFF895OFS.bigWig				released	s3://encode-public/2018/04/29/ef4ecf69-182c-4c12-8da8-ddf46fc6e72a/ENCFF895OFS.bigWig	Lab custom hg19	archived			
ENCFF135LNE	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF491DNL/	24913974	Gene Yeo, UCSD	829172ff72220582f0193509ee039e58		https://www.encodeproject.org/files/ENCFF135LNE/@@download/ENCFF135LNE.bigWig				released	s3://encode-public/2018/04/29/7cacf241-fe7d-4aac-bfc0-c05b4e07d1c0/ENCFF135LNE.bigWig	Lab custom hg19	archived			
ENCFF757KMM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF491DNL/, /files/ENCFF811ULI/	1918505	Gene Yeo, UCSD	48187fe95f8d61f8f2ffdecbda66fd3f		https://www.encodeproject.org/files/ENCFF757KMM/@@download/ENCFF757KMM.bed.gz				released	s3://encode-public/2018/04/29/13edacd6-516f-48b9-8f3e-bd5d0cadf0ee/ENCFF757KMM.bed.gz	Lab custom hg19	archived			
ENCFF607PIM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF885NJW/, /files/ENCFF811ULI/	1577094	Gene Yeo, UCSD	8a2e977c5e8d21344f33551169a68fcb		https://www.encodeproject.org/files/ENCFF607PIM/@@download/ENCFF607PIM.bed.gz				released	s3://encode-public/2018/04/29/a2273d4e-eb34-47f5-94b0-8f6e152dd6ae/ENCFF607PIM.bed.gz	Lab custom hg19	archived			
ENCFF863GEM	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF757KMM/	3782949	Gene Yeo, UCSD	f6f6ccbf5e9278c090564978db09acf7		https://www.encodeproject.org/files/ENCFF863GEM/@@download/ENCFF863GEM.bigBed				released	s3://encode-public/2018/04/29/5fdcf362-317a-4b40-b783-547c6442c816/ENCFF863GEM.bigBed	Lab custom hg19	archived			
ENCFF080NUM	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF607PIM/	3167487	Gene Yeo, UCSD	76ff38801ef657760d9d5d3b7408fae0		https://www.encodeproject.org/files/ENCFF080NUM/@@download/ENCFF080NUM.bigBed				released	s3://encode-public/2018/04/29/1111979a-620c-460a-a12c-37bb96d7e9b1/ENCFF080NUM.bigBed	Lab custom hg19	archived			
ENCFF217MRO	bam	bam		alignments	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF939DRW/, /files/ENCFF727IRZ/	528872067	Gene Yeo, UCSD	996efdb96c8309784100a5d6eabb4362		https://www.encodeproject.org/files/ENCFF217MRO/@@download/ENCFF217MRO.bam				released	s3://encode-public/2018/04/29/90ff2d5b-2297-4253-a1d3-900d14446d20/ENCFF217MRO.bam	Lab custom GRCh38	released			
ENCFF330PVJ	bam	bam		alignments	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF248ZFV/, /files/ENCFF569HJH/	336114648	Gene Yeo, UCSD	81f589d645b2582106fa2d89c52649c6		https://www.encodeproject.org/files/ENCFF330PVJ/@@download/ENCFF330PVJ.bam				released	s3://encode-public/2018/04/29/306ba793-9094-4632-8777-a37031e3c1b2/ENCFF330PVJ.bam	Lab custom GRCh38	released			
ENCFF479IAR	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF217MRO/	23476332	Gene Yeo, UCSD	2e95c371e172cc94f9924db0a8fee202		https://www.encodeproject.org/files/ENCFF479IAR/@@download/ENCFF479IAR.bigWig				released	s3://encode-public/2018/04/29/c944d1d1-a17c-45eb-85b8-2f9dd66a8501/ENCFF479IAR.bigWig	Lab custom GRCh38	released			
ENCFF051YGO	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF330PVJ/	17237854	Gene Yeo, UCSD	c375988debacce7a2e596b163c22cb45		https://www.encodeproject.org/files/ENCFF051YGO/@@download/ENCFF051YGO.bigWig				released	s3://encode-public/2018/04/29/4077120a-7bed-4b50-a605-0cec698895ad/ENCFF051YGO.bigWig	Lab custom GRCh38	released			
ENCFF499RMW	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF330PVJ/	17815354	Gene Yeo, UCSD	98e38c20d0269a8073987ccb527559a2		https://www.encodeproject.org/files/ENCFF499RMW/@@download/ENCFF499RMW.bigWig				released	s3://encode-public/2018/04/29/40ab0267-9112-44d6-96c5-55e29b00cbc2/ENCFF499RMW.bigWig	Lab custom GRCh38	released			
ENCFF128BVH	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF217MRO/	24253384	Gene Yeo, UCSD	d2a28b1f942da0b79046525171a5cb9c		https://www.encodeproject.org/files/ENCFF128BVH/@@download/ENCFF128BVH.bigWig				released	s3://encode-public/2018/04/29/9deb7c4a-ac99-438e-b926-31b861479adf/ENCFF128BVH.bigWig	Lab custom GRCh38	released			
ENCFF250PFH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF330PVJ/, /files/ENCFF727JVX/	1583884	Gene Yeo, UCSD	0be7ec4a61e03183b6e966314d353ae1		https://www.encodeproject.org/files/ENCFF250PFH/@@download/ENCFF250PFH.bed.gz				released	s3://encode-public/2018/04/29/e3e2259f-99c9-449f-88f2-7243505cf57a/ENCFF250PFH.bed.gz	Lab custom GRCh38	released			
ENCFF282VMI	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF217MRO/, /files/ENCFF727JVX/	1941540	Gene Yeo, UCSD	5d0d68b9103c3a265531b1c14336cec6		https://www.encodeproject.org/files/ENCFF282VMI/@@download/ENCFF282VMI.bed.gz				released	s3://encode-public/2018/04/29/2b927795-0aae-4035-99b3-d4c633370ca4/ENCFF282VMI.bed.gz	Lab custom GRCh38	released			
ENCFF598OCW	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF250PFH/	3168976	Gene Yeo, UCSD	5e3764ad5b414eccf850b52b7990c515		https://www.encodeproject.org/files/ENCFF598OCW/@@download/ENCFF598OCW.bigBed				released	s3://encode-public/2018/04/29/fdb67d0f-cf00-4588-aeeb-592baee856a0/ENCFF598OCW.bigBed	Lab custom GRCh38	released			
ENCFF315NPJ	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF282VMI/	3806232	Gene Yeo, UCSD	f459162de8199bd027bf60b6aea9dc62		https://www.encodeproject.org/files/ENCFF315NPJ/@@download/ENCFF315NPJ.bigBed				released	s3://encode-public/2018/04/29/c053d06a-e830-4a7c-9dd7-669362464cfa/ENCFF315NPJ.bigBed	Lab custom GRCh38	released			
ENCFF146YIO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF885NJW/, /files/ENCFF491DNL/, /files/ENCFF811ULI/, /files/ENCFF039QTN/, /files/ENCFF757KMM/, /files/ENCFF607PIM/	98900	Gene Yeo, UCSD	aab806ecf2e2cc9c7aa9e2fc85b2cfe1		https://www.encodeproject.org/files/ENCFF146YIO/@@download/ENCFF146YIO.bed.gz				released	s3://encode-public/2018/06/08/454853d7-e1f1-4b0c-bfeb-fad87f411a9b/ENCFF146YIO.bed.gz	Lab custom hg19	archived			
ENCFF327DLL	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR999YGP	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										GRWD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF330PVJ/, /files/ENCFF282VMI/, /files/ENCFF727JVX/, /files/ENCFF269URO/, /files/ENCFF217MRO/, /files/ENCFF250PFH/	100649	Gene Yeo, UCSD	78b77e90da6e12c1a65a3183170e1c63		https://www.encodeproject.org/files/ENCFF327DLL/@@download/ENCFF327DLL.bed.gz				released	s3://encode-public/2018/12/03/59b9139e-76c6-42e7-a6b3-975b13773ac4/ENCFF327DLL.bed.gz	Lab custom GRCh38	released			
ENCFF937KFG	fastq	fastq		reads		ENCSR249ROI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPC-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1	44		paired-ended	1	/files/ENCFF669MUY/			1948157334	Gene Yeo, UCSD	d1a169c9f700f53d211604c32071c76e		https://www.encodeproject.org/files/ENCFF937KFG/@@download/ENCFF937KFG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF309BBY/	released	s3://encode-public/2018/04/29/096869cc-2c70-40a0-b934-477703adbaad/ENCFF937KFG.fastq.gz					
ENCFF734JPC	fastq	fastq		reads		ENCSR249ROI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPC-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	44		paired-ended	1	/files/ENCFF149LRA/			538849429	Gene Yeo, UCSD	f90118c29eaddedad87e5a917aed6f04		https://www.encodeproject.org/files/ENCFF734JPC/@@download/ENCFF734JPC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF309BBY/	released	s3://encode-public/2018/04/29/1d483bdd-d49b-4490-b374-22f5cf4fa385/ENCFF734JPC.fastq.gz					
ENCFF149LRA	fastq	fastq		reads		ENCSR249ROI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPC-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1	45		paired-ended	2	/files/ENCFF734JPC/			614867811	Gene Yeo, UCSD	f8aab4658de32d4345f0ad37e569bad1		https://www.encodeproject.org/files/ENCFF149LRA/@@download/ENCFF149LRA.fastq.gz		Illumina HiSeq 4000	/files/ENCFF143NLE/	released	s3://encode-public/2018/04/29/d66f5af4-4566-4f8b-8181-4f153c97f2d9/ENCFF149LRA.fastq.gz					
ENCFF669MUY	fastq	fastq		reads		ENCSR249ROI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPC-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1	45		paired-ended	2	/files/ENCFF937KFG/			2243692404	Gene Yeo, UCSD	8cbaff3d11ca1eb5631cfdbb2df9758d		https://www.encodeproject.org/files/ENCFF669MUY/@@download/ENCFF669MUY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF143NLE/	released	s3://encode-public/2018/04/29/8d39f71c-c872-48b1-af2c-1e16da93b128/ENCFF669MUY.fastq.gz					
